observation_id,normalized_segment_label,block_label,requested_start_label,requested_end_label,source_file,source_sheet,source_row_1based,campaign_year,campaign_note,twin,direction_inferred_from_label,borehole_depth_m,interval_length_m,permeability_m2,transmissibility_m3,log10_permeability_m2,geometry_evidence_status,geometry_evidence_source_file,geometry_evidence_locator,target_status,usable_for_current_ogs_fit,fit_use_recommendation,requested_coordinate_frame,current_activation_status,activation_rule
perm_0055,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,7,2021,1. MessEinsatz (März. 2021),,vertical,0.45,0.1,7e-17,7.000000000000001e-18,-16.154901959985743,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0056,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,8,2021,1. MessEinsatz (März. 2021),,vertical,0.55,0.1,1e-19,1e-20,-19.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0057,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,9,2021,1. MessEinsatz (März. 2021),,vertical,0.65,0.1,2e-20,2e-21,-19.69897000433602,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0058,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,10,2021,1. MessEinsatz (März. 2021),,vertical,0.75,0.1,1e-20,1e-21,-20.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0059,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,11,2021,1. MessEinsatz (März. 2021),,vertical,0.85,0.1,2e-20,2e-21,-19.69897000433602,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0060,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,12,2021,1. MessEinsatz (März. 2021),,vertical,0.95,0.1,6e-20,6.0000000000000006e-21,-19.22184874961636,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0061,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,13,2021,1. MessEinsatz (März. 2021),,vertical,1.05,0.1,5e-20,5.0000000000000005e-21,-19.30102999566398,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0062,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,14,2021,1. MessEinsatz (März. 2021),,vertical,1.15,0.1,6e-21,6e-22,-20.22184874961636,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0063,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,15,2021,1. MessEinsatz (März. 2021),,vertical,1.25,0.1,1e-20,1e-21,-20.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0064,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,16,2021,1. MessEinsatz (März. 2021),,vertical,1.7,0.1,8e-21,7.999999999999999e-22,-20.096910013008056,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0065,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,17,2021,1. MessEinsatz (März. 2021),,vertical,2.5,0.1,8e-21,7.999999999999999e-22,-20.096910013008056,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0066,BCD-A26,BCDA_26,BCD-A26 Anfang,BCD-A26 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,18,2021,1. MessEinsatz (März. 2021),,vertical,3.3,0.1,6e-21,6e-22,-20.22184874961636,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0067,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,4,2021,1. MessEinsatz (März. 2021),closed,horizontal,0.15,0.1,8e-17,8e-18,-16.096910013008056,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0068,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,5,2021,1. MessEinsatz (März. 2021),closed,horizontal,0.25,0.1,1e-18,1e-19,-18.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0069,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,6,2021,1. MessEinsatz (März. 2021),closed,horizontal,0.35,0.1,2e-19,2e-20,-18.69897000433602,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0070,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,7,2021,1. MessEinsatz (März. 2021),closed,horizontal,0.45,0.1,6e-20,6.0000000000000006e-21,-19.22184874961636,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0071,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,8,2021,1. MessEinsatz (März. 2021),closed,horizontal,0.55,0.1,4e-20,4e-21,-19.39794000867204,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0072,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,9,2021,1. MessEinsatz (März. 2021),closed,horizontal,0.65,0.1,3e-20,3.000000000000001e-21,-19.522878745280337,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0073,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,10,2021,1. MessEinsatz (März. 2021),closed,horizontal,0.75,0.1,1e-21,1e-22,-21.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0074,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,11,2021,1. MessEinsatz (März. 2021),closed,horizontal,0.85,0.1,2e-20,2e-21,-19.69897000433602,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0075,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,12,2021,1. MessEinsatz (März. 2021),closed,horizontal,0.95,0.1,9e-20,9.000000000000001e-21,-19.045757490560675,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0076,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,13,2021,1. MessEinsatz (März. 2021),closed,horizontal,1.05,0.1,1e-20,1e-21,-20.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0077,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,14,2021,1. MessEinsatz (März. 2021),closed,horizontal,1.15,0.1,1e-20,1e-21,-20.0,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0078,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,15,2021,1. MessEinsatz (März. 2021),closed,horizontal,1.25,0.1,2e-20,2e-21,-19.69897000433602,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0079,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,16,2021,1. MessEinsatz (März. 2021),closed,horizontal,1.7,0.1,2e-20,2e-21,-19.69897000433602,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0080,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,17,2021,1. MessEinsatz (März. 2021),closed,horizontal,2.5,0.1,8e-17,8e-18,-16.096910013008056,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0081,BCD-A27,BCDA_27 Closed twin,BCD-A27 Anfang,BCD-A27 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,18,2021,1. MessEinsatz (März. 2021),closed,horizontal,3.3,0.1,5e-20,5.0000000000000005e-21,-19.30102999566398,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0082,BFM-D19,BFM-D19 Open twin,BFM-D19 Anfang,BFM-D19 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,4,2021,1. MessEinsatz (März. 2021),open,nearly horizontal,0.7,0.1,7.3e-14,7.3e-22,-13.136677139879543,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0083,BFM-D19,BFM-D19 Open twin,BFM-D19 Anfang,BFM-D19 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,5,2021,1. MessEinsatz (März. 2021),open,nearly horizontal,0.7,0.1,1.01e-14,1.01e-22,-13.995678626217355,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0084,BFM-D19,BFM-D19 Open twin,BFM-D19 Anfang,BFM-D19 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,6,2021,1. MessEinsatz (März. 2021),open,nearly horizontal,0.7,0.1,6.36e-14,6.36e-22,-13.196542884351588,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0089,BFM-D19,BFM-D19 Open twin,BFM-D19 Anfang,BFM-D19 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,11,2021,1. MessEinsatz (März. 2021),open,nearly horizontal,0.7,0.1,2.08e-13,2.08e-21,-12.681936665037238,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0085,BFM-D19,BFM-D19 Open twin,BFM-D19 Anfang,BFM-D19 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,7,2021,1. MessEinsatz (März. 2021),open,nearly horizontal,1.2,0.1,6.8e-13,6.800000000000002e-21,-12.167491087293763,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
perm_0086,BFM-D19,BFM-D19 Open twin,BFM-D19 Anfang,BFM-D19 Ende,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2021_BCDA27_19,8,2021,1. MessEinsatz (März. 2021),open,nearly horizontal,1.2,0.1,9.95e-13,9.95e-21,-12.002176919254277,orientation_only_endpoint_geometry_missing,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_Ziefle_et_al_2023_Characterization.pdf,Section 4.3 / PDF text around p. 7,missing_segment_geometry,False,exclude_until_borehole_geometry_is_available,"same local/model frame used by Coordinates_NMR_Taupe_characborehole.xlsx, borehole_line_mesh_samples.csv, and the 2D OGS projection",blocked_missing_labelled_endpoint_geometry,Activate only after start/end coordinates or an approved digitized trace allow the workbook depth intervals to be sampled on the OGS mesh.
